fid;left;top;right;bottom;left;top;right;bottom;Final count;Final average;;;;;;;;;;;;;;;;
210;742000;1049000;741000;1050000;461347,7107;5547699,103;462339,1292;5546707,739;351600;87900;149 100;43 700;32 100;126 700;;;;;;;;;;;;
211;742000;1050000;741000;1051000;461347,7107;5546707,739;462339,1292;5545716,375;66900;33450;25 900;41 000;;;;;;;;;;;;;;
212;742000;1051000;741000;1052000;461347,7107;5545716,375;462339,1292;5544725,011;10500;10500;10 500;;;;;;;;;;;;;;;
213;742000;1052000;741000;1053000;461347,7107;5544725,011;462339,1292;5543733,647;15100;15100;15 100;;;;;;;;;;;;;;;
214;742000;1053000;741000;1054000;461347,7107;5543733,647;462339,1292;5542742,283;0;0;0;;;;;;;;;;;;;;;
215;;15;;;;;;;0;0;0;;;;;;;;;;;;;;;
216;741000;1036000;740000;1037000;462339,1292;5560586,834;463330,5477;5559595,47;0;0;0;;;;;;;;;;;;;;;
217;741000;1037000;740000;1038000;462339,1292;5559595,47;463330,5477;5558604,107;0;0;0;;;;;;;;;;;;;;;
218;741000;1038000;740000;1039000;462339,1292;5558604,107;463330,5477;5557612,743;0;0;0;;;;;;;;;;;;;;;
219;741000;1039000;740000;1040000;462339,1292;5557612,743;463330,5477;5556621,379;29100;29100;29 100;;;;;;;;;;;;;;;
220;741000;1040000;740000;1041000;462339,1292;5556621,379;463330,5477;5555630,015;89500;29833;56 500;19 500;13 500;;;;;;;;;;;;;
221;741000;1041000;740000;1042000;462339,1292;5555630,015;463330,5477;5554638,651;123200;17600;54 600;6 500;12 100;10 700;12 900;18 300;8 100;;;;;;;;;
222;741000;1042000;740000;1043000;462339,1292;5554638,651;463330,5477;5553647,287;37300;18650;19 800;17 500;;;;;;;;;;;;;;
223;741000;1043000;740000;1044000;462339,1292;5553647,287;463330,5477;5552655,923;105300;21060;13 800;13 600;33 600;25 700;18 600;;;;;;;;;;;
224;741000;1044000;740000;1045000;462339,1292;5552655,923;463330,5477;5551664,559;109200;18200;36 900;3 000;9 500;10 500;19 300;30 000;;;;;;;;;;
225;741000;1045000;740000;1046000;462339,1292;5551664,559;463330,5477;5550673,195;79500;13250;6 200;11 000;12 500;16 800;16 200;16 800;;;;;;;;;;
226;741000;1046000;740000;1047000;462339,1292;5550673,195;463330,5477;5549681,831;0;0;0;;;;;;;;;;;;;;;
227;741000;1047000;740000;1048000;462339,1292;5549681,831;463330,5477;5548690,467;53300;26650;25 200;28 100;;;;;;;;;;;;;;
228;741000;1048000;740000;1049000;462339,1292;5548690,467;463330,5477;5547699,103;116100;58050;19 800;96 300;;;;;;;;;;;;;;
229;741000;1049000;740000;1050000;462339,1292;5547699,103;463330,5477;5546707,739;0;0;0;;;;;;;;;;;;;;;
230;741000;1050000;740000;1051000;462339,1292;5546707,739;463330,5477;5545716,375;45500;45500;45 500;;;;;;;;;;;;;;;
231;741000;1051000;740000;1052000;462339,1292;5545716,375;463330,5477;5544725,011;20100;20100;20 100;;;;;;;;;;;;;;;
232;741000;1052000;740000;1053000;462339,1292;5544725,011;463330,5477;5543733,647;0;0;0;;;;;;;;;;;;;;;
233;741000;1053000;740000;1054000;462339,1292;5543733,647;463330,5477;5542742,283;27700;27700;27 700;;;;;;;;;;;;;;;
234;;16;;;;;;;0;0;0;;;;;;;;;;;;;;;
235;740000;1036000;739000;1037000;463330,5477;5560586,834;464321,9662;5559595,47;29900;29900;29 900;;;;;;;;;;;;;;;
236;740000;1037000;739000;1038000;463330,5477;5559595,47;464321,9662;5558604,107;0;0;0;;;;;;;;;;;;;;;
237;740000;1038000;739000;1039000;463330,5477;5558604,107;464321,9662;5557612,743;93000;31000;33 600;38 600;20 800;;;;;;;;;;;;;
238;740000;1039000;739000;1040000;463330,5477;5557612,743;464321,9662;5556621,379;126300;63150;116 900;9 400;;;;;;;;;;;;;;
239;740000;1040000;739000;1041000;463330,5477;5556621,379;464321,9662;5555630,015;26500;26500;26 500;;;;;;;;;;;;;;;
240;740000;1041000;739000;1042000;463330,5477;5555630,015;464321,9662;5554638,651;14800;14800;14 800;;;;;;;;;;;;;;;
241;740000;1042000;739000;1043000;463330,5477;5554638,651;464321,9662;5553647,287;45900;22950;12 300;33 600;;;;;;;;;;;;;;
242;740000;1043000;739000;1044000;463330,5477;5553647,287;464321,9662;5552655,923;122000;30500;12 200;31 000;37 700;41 100;;;;;;;;;;;;
243;740000;1044000;739000;1045000;463330,5477;5552655,923;464321,9662;5551664,559;124800;20800;25 700;17 100;15 600;28 200;20 000;18 200;;;;;;;;;;
244;740000;1045000;739000;1046000;463330,5477;5551664,559;464321,9662;5550673,195;160100;26683;31 000;8 800;38 800;17 500;20 900;43 100;;;;;;;;;;
245;740000;1046000;739000;1047000;463330,5477;5550673,195;464321,9662;5549681,831;46700;23350;24 600;22 100;;;;;;;;;;;;;;
246;740000;1047000;739000;1048000;463330,5477;5549681,831;464321,9662;5548690,467;72200;36100;18 700;53 500;;;;;;;;;;;;;;
247;740000;1048000;739000;1049000;463330,5477;5548690,467;464321,9662;5547699,103;32300;16150;2 900;29 400;;;;;;;;;;;;;;
248;740000;1049000;739000;1050000;463330,5477;5547699,103;464321,9662;5546707,739;0;0;0;;;;;;;;;;;;;;;
249;740000;1050000;739000;1051000;463330,5477;5546707,739;464321,9662;5545716,375;0;0;0;;;;;;;;;;;;;;;
250;740000;1051000;739000;1052000;463330,5477;5545716,375;464321,9662;5544725,011;32900;32900;32 900;;;;;;;;;;;;;;;
251;740000;1052000;739000;1053000;463330,5477;5544725,011;464321,9662;5543733,647;70800;35400;30 800;40 000;;;;;;;;;;;;;;
252;740000;1053000;739000;1054000;463330,5477;5543733,647;464321,9662;5542742,283;0;0;0;;;;;;;;;;;;;;;
253;;17;;;;;;;0;0;0;;;;;;;;;;;;;;;
254;739000;1036000;738000;1037000;464321,9662;5560586,834;465313,3847;5559595,47;0;0;0;;;;;;;;;;;;;;;
255;739000;1037000;738000;1038000;464321,9662;5559595,47;465313,3847;5558604,107;0;0;0;;;;;;;;;;;;;;;
256;739000;1038000;738000;1039000;464321,9662;5558604,107;465313,3847;5557612,743;36200;36200;36 200;;;;;;;;;;;;;;;
257;739000;1039000;738000;1040000;464321,9662;5557612,743;465313,3847;5556621,379;14400;14400;14 400;;;;;;;;;;;;;;;
258;739000;1040000;738000;1041000;464321,9662;5556621,379;465313,3847;5555630,015;329500;36611;20 400;25 700;121 900;22 100;35 600;19 700;18 200;16 700;49 200;;;;;;;
259;739000;1041000;738000;1042000;464321,9662;5555630,015;465313,3847;5554638,651;246600;27400;29 500;31 100;21 300;27 800;21 300;31 100;10 800;35 400;38 300;;;;;;;
260;739000;1042000;738000;1043000;464321,9662;5554638,651;465313,3847;5553647,287;17800;17800;17 800;;;;;;;;;;;;;;;
261;739000;1043000;738000;1044000;464321,9662;5553647,287;465313,3847;5552655,923;51400;25700;38 900;12 500;;;;;;;;;;;;;;
262;739000;1044000;738000;1045000;464321,9662;5552655,923;465313,3847;5551664,559;69700;23233;33 900;23 400;12 400;;;;;;;;;;;;;
263;739000;1045000;738000;1046000;464321,9662;5551664,559;465313,3847;5550673,195;80000;20000;13 900;12 800;24 600;28 700;;;;;;;;;;;;
264;739000;1046000;738000;1047000;464321,9662;5550673,195;465313,3847;5549681,831;125500;125500;125 500;;;;;;;;;;;;;;;
265;739000;1047000;738000;1048000;464321,9662;5549681,831;465313,3847;5548690,467;52600;26300;18 500;34 100;;;;;;;;;;;;;;
266;739000;1048000;738000;1049000;464321,9662;5548690,467;465313,3847;5547699,103;102300;25575;7 900;1 000;34 700;58 700;;;;;;;;;;;;
267;739000;1049000;738000;1050000;464321,9662;5547699,103;465313,3847;5546707,739;370400;92600;190 000;124 800;20 700;34 900;;;;;;;;;;;;
268;739000;1050000;738000;1051000;464321,9662;5546707,739;465313,3847;5545716,375;14700;14700;14 700;;;;;;;;;;;;;;;
269;739000;1051000;738000;1052000;464321,9662;5545716,375;465313,3847;5544725,011;44700;44700;44 700;;;;;;;;;;;;;;;
270;739000;1052000;738000;1053000;464321,9662;5544725,011;465313,3847;5543733,647;31500;31500;31 500;;;;;;;;;;;;;;;
271;;18;;;;;;;0;0;0;;;;;;;;;;;;;;;
272;738000;1036000;737000;1037000;465313,3847;5560586,834;466304,8032;5559595,47;21700;21700;21 700;;;;;;;;;;;;;;;
273;738000;1037000;737000;1038000;465313,3847;5559595,47;466304,8032;5558604,107;42900;42900;42 900;;;;;;;;;;;;;;;
274;738000;1038000;737000;1039000;465313,3847;5558604,107;466304,8032;5557612,743;25600;25600;25 600;;;;;;;;;;;;;;;
275;738000;1039000;737000;1040000;465313,3847;5557612,743;466304,8032;5556621,379;69700;23233;23 900;8 400;37 400;;;;;;;;;;;;;
276;738000;1040000;737000;1041000;465313,3847;5556621,379;466304,8032;5555630,015;0;0;0;;;;;;;;;;;;;;;
277;738000;1041000;737000;1042000;465313,3847;5555630,015;466304,8032;5554638,651;31600;15800;15 500;16 100;;;;;;;;;;;;;;
278;738000;1042000;737000;1043000;465313,3847;5554638,651;466304,8032;5553647,287;64000;21333;7 700;40 200;16 100;;;;;;;;;;;;;
279;738000;1043000;737000;1044000;465313,3847;5553647,287;466304,8032;5552655,923;14200;14200;14 200;;;;;;;;;;;;;;;
280;738000;1044000;737000;1045000;465313,3847;5552655,923;466304,8032;5551664,559;25900;12950;10 500;15 400;;;;;;;;;;;;;;
281;738000;1045000;737000;1046000;465313,3847;5551664,559;466304,8032;5550673,195;39900;19950;27 900;12 000;;;;;;;;;;;;;;
282;738000;1046000;737000;1047000;465313,3847;5550673,195;466304,8032;5549681,831;331800;66360;136 400;23 300;23 100;23 500;125 500;;;;;;;;;;;
283;738000;1047000;737000;1048000;465313,3847;5549681,831;466304,8032;5548690,467;19700;19700;19 700;;;;;;;;;;;;;;;
284;738000;1048000;737000;1049000;465313,3847;5548690,467;466304,8032;5547699,103;0;0;0;;;;;;;;;;;;;;;
285;738000;1049000;737000;1050000;465313,3847;5547699,103;466304,8032;5546707,739;64700;32350;18 100;46 600;;;;;;;;;;;;;;
286;738000;1050000;737000;1051000;465313,3847;5546707,739;466304,8032;5545716,375;49500;24750;34 700;14 800;;;;;;;;;;;;;;
287;738000;1051000;737000;1052000;465313,3847;5545716,375;466304,8032;5544725,011;164600;82300;108 000;56 600;;;;;;;;;;;;;;
288;738000;1052000;737000;1053000;465313,3847;5544725,011;466304,8032;5543733,647;0;0;0;;;;;;;;;;;;;;;
289;;19;;;;;;;0;0;0;;;;;;;;;;;;;;;
290;737000;1036000;736000;1037000;466304,8032;5560586,834;467296,2217;5559595,47;23700;23700;23 700;;;;;;;;;;;;;;;
291;737000;1037000;736000;1038000;466304,8032;5559595,47;467296,2217;5558604,107;29800;29800;29 800;;;;;;;;;;;;;;;
292;737000;1038000;736000;1039000;466304,8032;5558604,107;467296,2217;5557612,743;0;0;0;;;;;;;;;;;;;;;
293;737000;1039000;736000;1040000;466304,8032;5557612,743;467296,2217;5556621,379;67500;16875;13 400;11 600;18 000;24 500;;;;;;;;;;;;
294;737000;1040000;736000;1041000;466304,8032;5556621,379;467296,2217;5555630,015;49000;16333;15 100;12 700;21 200;;;;;;;;;;;;;
295;737000;1041000;736000;1042000;466304,8032;5555630,015;467296,2217;5554638,651;54100;27050;40 800;13 300;;;;;;;;;;;;;;
296;737000;1042000;736000;1043000;466304,8032;5554638,651;467296,2217;5553647,287;87800;43900;44 000;43 800;;;;;;;;;;;;;;
297;737000;1043000;736000;1044000;466304,8032;5553647,287;467296,2217;5552655,923;19700;19700;19 700;;;;;;;;;;;;;;;
298;737000;1044000;736000;1045000;466304,8032;5552655,923;467296,2217;5551664,559;121600;20267;11 700;11 900;23 100;15 400;31 800;27 700;;;;;;;;;;
299;737000;1045000;736000;1046000;466304,8032;5551664,559;467296,2217;5550673,195;92100;30700;14 000;27 900;50 200;;;;;;;;;;;;;
300;737000;1046000;736000;1047000;466304,8032;5550673,195;467296,2217;5549681,831;0;0;0;;;;;;;;;;;;;;;
301;737000;1047000;736000;1048000;466304,8032;5549681,831;467296,2217;5548690,467;46500;23250;18 000;28 500;;;;;;;;;;;;;;
302;737000;1048000;736000;1049000;466304,8032;5548690,467;467296,2217;5547699,103;35200;17600;15 100;20 100;;;;;;;;;;;;;;
303;737000;1049000;736000;1050000;466304,8032;5547699,103;467296,2217;5546707,739;0;0;0;;;;;;;;;;;;;;;
304;737000;1050000;736000;1051000;466304,8032;5546707,739;467296,2217;5545716,375;26100;13050;12 400;13 700;;;;;;;;;;;;;;
305;737000;1051000;736000;1052000;466304,8032;5545716,375;467296,2217;5544725,011;121900;121900;121 900;;;;;;;;;;;;;;;
306;737000;1052000;736000;1053000;466304,8032;5544725,011;467296,2217;5543733,647;0;0;0;;;;;;;;;;;;;;;
307;;20;;;;;;;0;0;0;;;;;;;;;;;;;;;
308;736000;1036000;735000;1037000;467296,2217;5560586,834;468287,6402;5559595,47;16700;16700;16 700;;;;;;;;;;;;;;;
309;736000;1037000;735000;1038000;467296,2217;5559595,47;468287,6402;5558604,107;0;0;0;;;;;;;;;;;;;;;
310;736000;1038000;735000;1039000;467296,2217;5558604,107;468287,6402;5557612,743;83100;83100;83 100;;;;;;;;;;;;;;;
311;736000;1039000;735000;1040000;467296,2217;5557612,743;468287,6402;5556621,379;142900;35725;75 900;23 000;22 800;21 200;;;;;;;;;;;;
312;736000;1040000;735000;1041000;467296,2217;5556621,379;468287,6402;5555630,015;112800;56400;99 800;13 000;;;;;;;;;;;;;;
313;736000;1041000;735000;1042000;467296,2217;5555630,015;468287,6402;5554638,651;62700;62700;62 700;;;;;;;;;;;;;;;
314;736000;1042000;735000;1043000;467296,2217;5554638,651;468287,6402;5553647,287;27900;27900;27 900;;;;;;;;;;;;;;;
315;736000;1043000;735000;1044000;467296,2217;5553647,287;468287,6402;5552655,923;36800;36800;36 800;;;;;;;;;;;;;;;
316;736000;1044000;735000;1045000;467296,2217;5552655,923;468287,6402;5551664,559;0;0;0;;;;;;;;;;;;;;;
317;736000;1045000;735000;1046000;467296,2217;5551664,559;468287,6402;5550673,195;0;0;0;;;;;;;;;;;;;;;
318;736000;1046000;735000;1047000;467296,2217;5550673,195;468287,6402;5549681,831;0;0;0;;;;;;;;;;;;;;;
319;736000;1047000;735000;1048000;467296,2217;5549681,831;468287,6402;5548690,467;49100;24550;38 000;11 100;;;;;;;;;;;;;;
320;736000;1048000;735000;1049000;467296,2217;5548690,467;468287,6402;5547699,103;0;0;0;;;;;;;;;;;;;;;
321;736000;1049000;735000;1050000;467296,2217;5547699,103;468287,6402;5546707,739;29000;29000;29 000;;;;;;;;;;;;;;;
322;736000;1050000;735000;1051000;467296,2217;5546707,739;468287,6402;5545716,375;24600;24600;24 600;;;;;;;;;;;;;;;
323;736000;1051000;735000;1052000;467296,2217;5545716,375;468287,6402;5544725,011;4400;4400;4 400;;;;;;;;;;;;;;;
324;;21;;;;;;;0;0;0;;;;;;;;;;;;;;;
325;735000;1036000;734000;1037000;468287,6402;5560586,834;469279,0587;5559595,47;20300;20300;20 300;;;;;;;;;;;;;;;
326;735000;1037000;734000;1038000;468287,6402;5559595,47;469279,0587;5558604,107;2600;2600;2 600;;;;;;;;;;;;;;;
327;735000;1038000;734000;1039000;468287,6402;5558604,107;469279,0587;5557612,743;20300;20300;20 300;;;;;;;;;;;;;;;
328;735000;1039000;734000;1040000;468287,6402;5557612,743;469279,0587;5556621,379;0;0;0;;;;;;;;;;;;;;;
329;735000;1040000;734000;1041000;468287,6402;5556621,379;469279,0587;5555630,015;0;0;0;;;;;;;;;;;;;;;
330;735000;1041000;734000;1042000;468287,6402;5555630,015;469279,0587;5554638,651;190800;63600;62 700;94 600;33 500;;;;;;;;;;;;;
331;735000;1042000;734000;1043000;468287,6402;5554638,651;469279,0587;5553647,287;127500;42500;28 200;29 300;70 000;;;;;;;;;;;;;
332;735000;1043000;734000;1044000;468287,6402;5553647,287;469279,0587;5552655,923;129800;43267;46 600;31 300;51 900;;;;;;;;;;;;;
333;735000;1044000;734000;1045000;468287,6402;5552655,923;469279,0587;5551664,559;67100;33550;50 000;17 100;;;;;;;;;;;;;;
334;735000;1045000;734000;1046000;468287,6402;5551664,559;469279,0587;5550673,195;70800;23600;18 800;35 200;16 800;;;;;;;;;;;;;
335;735000;1046000;734000;1047000;468287,6402;5550673,195;469279,0587;5549681,831;78800;39400;66 200;12 600;;;;;;;;;;;;;;
336;735000;1047000;734000;1048000;468287,6402;5549681,831;469279,0587;5548690,467;0;0;0;;;;;;;;;;;;;;;
337;735000;1048000;734000;1049000;468287,6402;5548690,467;469279,0587;5547699,103;36200;36200;36 200;;;;;;;;;;;;;;;
338;735000;1049000;734000;1050000;468287,6402;5547699,103;469279,0587;5546707,739;0;0;0;;;;;;;;;;;;;;;
339;735000;1050000;734000;1051000;468287,6402;5546707,739;469279,0587;5545716,375;36800;18400;15 400;21 400;;;;;;;;;;;;;;
340;735000;1051000;734000;1052000;468287,6402;5545716,375;469279,0587;5544725,011;0;0;0;;;;;;;;;;;;;;;
341;;22;;;;;;;0;0;0;;;;;;;;;;;;;;;
342;734000;1036000;733000;1037000;469279,0587;5560586,834;470270,4772;5559595,47;0;0;0;;;;;;;;;;;;;;;
343;734000;1037000;733000;1038000;469279,0587;5559595,47;470270,4772;5558604,107;37200;12400;17 900;7 900;11 400;;;;;;;;;;;;;
344;734000;1038000;733000;1039000;469279,0587;5558604,107;470270,4772;5557612,743;117600;117600;117 600;;;;;;;;;;;;;;;
345;734000;1039000;733000;1040000;469279,0587;5557612,743;470270,4772;5556621,379;126500;63250;104 400;22 100;;;;;;;;;;;;;;
346;734000;1040000;733000;1041000;469279,0587;5556621,379;470270,4772;5555630,015;0;0;0;;;;;;;;;;;;;;;
347;734000;1041000;733000;1042000;469279,0587;5555630,015;470270,4772;5554638,651;0;0;0;;;;;;;;;;;;;;;
348;734000;1042000;733000;1043000;469279,0587;5554638,651;470270,4772;5553647,287;45900;22950;23 300;22 600;;;;;;;;;;;;;;
349;734000;1043000;733000;1044000;469279,0587;5553647,287;470270,4772;5552655,923;10900;10900;10 900;;;;;;;;;;;;;;;
350;734000;1044000;733000;1045000;469279,0587;5552655,923;470270,4772;5551664,559;22500;22500;22 500;;;;;;;;;;;;;;;
351;734000;1045000;733000;1046000;469279,0587;5551664,559;470270,4772;5550673,195;12000;12000;12 000;;;;;;;;;;;;;;;
352;734000;1046000;733000;1047000;469279,0587;5550673,195;470270,4772;5549681,831;0;0;0;;;;;;;;;;;;;;;
353;734000;1047000;733000;1048000;469279,0587;5549681,831;470270,4772;5548690,467;35500;17750;28 300;7 200;;;;;;;;;;;;;;
354;734000;1048000;733000;1049000;469279,0587;5548690,467;470270,4772;5547699,103;62100;20700;13 200;19 400;29 500;;;;;;;;;;;;;
355;734000;1049000;733000;1050000;469279,0587;5547699,103;470270,4772;5546707,739;0;0;0;;;;;;;;;;;;;;;
356;734000;1050000;733000;1051000;469279,0587;5546707,739;470270,4772;5545716,375;18200;18200;18 200;;;;;;;;;;;;;;;
357;734000;1051000;733000;1052000;469279,0587;5545716,375;470270,4772;5544725,011;26100;26100;26 100;;;;;;;;;;;;;;;
358;;23;;;;;;;0;0;0;;;;;;;;;;;;;;;
359;733000;1036000;732000;1037000;470270,4772;5560586,834;471261,8957;5559595,47;0;0;0;;;;;;;;;;;;;;;
360;733000;1037000;732000;1038000;470270,4772;5559595,47;471261,8957;5558604,107;0;0;0;;;;;;;;;;;;;;;
361;733000;1038000;732000;1039000;470270,4772;5558604,107;471261,8957;5557612,743;0;0;0;;;;;;;;;;;;;;;
362;733000;1039000;732000;1040000;470270,4772;5557612,743;471261,8957;5556621,379;21600;21600;21 600;;;;;;;;;;;;;;;
363;733000;1040000;732000;1041000;470270,4772;5556621,379;471261,8957;5555630,015;25600;25600;25 600;;;;;;;;;;;;;;;
364;733000;1041000;732000;1042000;470270,4772;5555630,015;471261,8957;5554638,651;0;0;0;;;;;;;;;;;;;;;
365;733000;1042000;732000;1043000;470270,4772;5554638,651;471261,8957;5553647,287;112000;37333;50 200;47 200;14 600;;;;;;;;;;;;;
366;733000;1043000;732000;1044000;470270,4772;5553647,287;471261,8957;5552655,923;0;0;0;;;;;;;;;;;;;;;
367;733000;1044000;732000;1045000;470270,4772;5552655,923;471261,8957;5551664,559;26600;26600;26 600;;;;;;;;;;;;;;;
368;733000;1045000;732000;1046000;470270,4772;5551664,559;471261,8957;5550673,195;800;800;800;;;;;;;;;;;;;;;
369;733000;1046000;732000;1047000;470270,4772;5550673,195;471261,8957;5549681,831;0;0;0;;;;;;;;;;;;;;;
370;733000;1047000;732000;1048000;470270,4772;5549681,831;471261,8957;5548690,467;0;0;0;;;;;;;;;;;;;;;
371;733000;1048000;732000;1049000;470270,4772;5548690,467;471261,8957;5547699,103;0;0;0;;;;;;;;;;;;;;;
372;733000;1049000;732000;1050000;470270,4772;5547699,103;471261,8957;5546707,739;0;0;0;;;;;;;;;;;;;;;
373;733000;1050000;732000;1051000;470270,4772;5546707,739;471261,8957;5545716,375;0;0;0;;;;;;;;;;;;;;;
374;733000;1051000;732000;1052000;470270,4772;5545716,375;471261,8957;5544725,011;27500;27500;27 500;;;;;;;;;;;;;;;
375;;24;;;;;;;0;0;0;;;;;;;;;;;;;;;
376;732000;1036000;731000;1037000;471261,8957;5560586,834;472253,3142;5559595,47;0;0;0;;;;;;;;;;;;;;;
377;732000;1037000;731000;1038000;471261,8957;5559595,47;472253,3142;5558604,107;0;0;0;;;;;;;;;;;;;;;
378;732000;1038000;731000;1039000;471261,8957;5558604,107;472253,3142;5557612,743;0;0;0;;;;;;;;;;;;;;;
379;732000;1039000;731000;1040000;471261,8957;5557612,743;472253,3142;5556621,379;0;0;0;;;;;;;;;;;;;;;
380;732000;1040000;731000;1041000;471261,8957;5556621,379;472253,3142;5555630,015;3100;3100;3 100;;;;;;;;;;;;;;;
381;732000;1041000;731000;1042000;471261,8957;5555630,015;472253,3142;5554638,651;0;0;0;;;;;;;;;;;;;;;
382;732000;1042000;731000;1043000;471261,8957;5554638,651;472253,3142;5553647,287;15700;15700;15 700;;;;;;;;;;;;;;;
383;732000;1043000;731000;1044000;471261,8957;5553647,287;472253,3142;5552655,923;0;0;0;;;;;;;;;;;;;;;
384;732000;1044000;731000;1045000;471261,8957;5552655,923;472253,3142;5551664,559;0;0;0;;;;;;;;;;;;;;;
385;732000;1045000;731000;1046000;471261,8957;5551664,559;472253,3142;5550673,195;25700;25700;25 700;;;;;;;;;;;;;;;
386;732000;1046000;731000;1047000;471261,8957;5550673,195;472253,3142;5549681,831;0;0;0;;;;;;;;;;;;;;;
387;732000;1047000;731000;1048000;471261,8957;5549681,831;472253,3142;5548690,467;0;0;0;;;;;;;;;;;;;;;
388;732000;1048000;731000;1049000;471261,8957;5548690,467;472253,3142;5547699,103;72500;24167;18 700;9 100;44 700;;;;;;;;;;;;;
389;732000;1049000;731000;1050000;471261,8957;5547699,103;472253,3142;5546707,739;0;0;0;;;;;;;;;;;;;;;
390;;25;;;;;;;0;0;0;;;;;;;;;;;;;;;
391;731000;1037000;730000;1038000;472253,3142;5559595,47;473244,7327;5558604,107;12700;12700;12 700;;;;;;;;;;;;;;;
392;731000;1038000;730000;1039000;472253,3142;5558604,107;473244,7327;5557612,743;0;0;0;;;;;;;;;;;;;;;
393;731000;1039000;730000;1040000;472253,3142;5557612,743;473244,7327;5556621,379;0;0;0;;;;;;;;;;;;;;;
394;731000;1040000;730000;1041000;472253,3142;5556621,379;473244,7327;5555630,015;170800;85400;59 600;111 200;;;;;;;;;;;;;;
395;731000;1041000;730000;1042000;472253,3142;5555630,015;473244,7327;5554638,651;123900;41300;44 100;18 200;61 600;;;;;;;;;;;;;
396;731000;1042000;730000;1043000;472253,3142;5554638,651;473244,7327;5553647,287;4900;4900;4 900;;;;;;;;;;;;;;;
397;731000;1043000;730000;1044000;472253,3142;5553647,287;473244,7327;5552655,923;0;0;0;;;;;;;;;;;;;;;
398;731000;1044000;730000;1045000;472253,3142;5552655,923;473244,7327;5551664,559;49500;49500;49 500;;;;;;;;;;;;;;;
399;731000;1045000;730000;1046000;472253,3142;5551664,559;473244,7327;5550673,195;0;0;0;;;;;;;;;;;;;;;
400;731000;1046000;730000;1047000;472253,3142;5550673,195;473244,7327;5549681,831;15700;15700;15 700;;;;;;;;;;;;;;;
401;731000;1047000;730000;1048000;472253,3142;5549681,831;473244,7327;5548690,467;0;0;0;;;;;;;;;;;;;;;
402;731000;1048000;730000;1049000;472253,3142;5548690,467;473244,7327;5547699,103;0;0;0;;;;;;;;;;;;;;;
403;731000;1049000;730000;1050000;472253,3142;5547699,103;473244,7327;5546707,739;21800;21800;21 800;;;;;;;;;;;;;;;
404;731000;1050000;730000;1051000;472253,3142;5546707,739;473244,7327;5545716,375;44500;22250;24 700;19 800;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
