fid;left;top;right;bottom;left;top;right;bottom;Final count;Final average;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;0;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
;;;;;;;;;;;0;;;;;;;;;;;;;;;
