Location of Charging points in Prague, Czech Republic;;;;;
;;;;;
Source:;https://www.evmapa.cz;;;;
Name;Address;Latitude;Longitude;Type of charger;Count
PRE Transfer Energy (Letňany);Beranových 65, 199 00 Praha 9-Letňany;50.135;14.5143;16A 230V, Typ 2;42
PRE - Lidl Čakovice;Schöellerova 1027, 196 00 Praha - Čakovice;50.155908;14.522797;32A 400V, CHAdeMO, CCS;43
E.ON - Globus Praha Čakovice;Kostelecká 823/77, 196 00 Praha;50.151444;14.507928;CHAdeMO, CCS, Typ 2;44
Green24 Holding, a.s;Freyova 945/35, 190 00 Praha 9-Vysočany;50.110289;14.501588;16A 230V, Typ 2;45
PRE Galerie Harfa (Libeň);Českomoravská 2420, 190 00 Praha 9-Libeň;50.103633;14.491454;16A 230V, Typ 2;46
VEOLIA Krejcárek;Novovysočanská 604, 190 00 Praha 9;50.099795;14.484031;CHAdeMO, CCS, Typ 2;47
ČEZ OC Kaufland - Palmovka;Voctářova 2401/8, 180 00 Praha 8;50.101987;14.467999;16A 230V, Typ 2;48
E.ON - MOL Praha Liberecká OUT;Liberecká, 180 00 Praha;50.121314;14.476236;CHAdeMO, CCS, Typ 2;49
ČEZ AAA Auto Praha;Dopraváků 723/1, 184 00 Praha 8;50.137193;14.448111;16A 230V, Typ 2;50
Praha ČEZ KARLÍN;Křižíkova 148/34, 186 00 Praha;50.0919;14.451011;32A 400V, CHAdeMO, CCS, Typ 2;51
Praha ČEZ Žižkovská věž;Mahlerovy sady 1, 130 00 Praha;50.080734;14.451343;16A 230V, Typ 2;52
Botanique Hotel Prague;Sokolovská 204/11, 186 00 Praha;50.091616;14.440024;Typ 2;53
Praha City Center;Klimentská 46, 110 00 Praha 1;50.0923;14.4338;CHAdeMO;54
Praha OlifeEnergy - Palladium;nám. Republiky 1, 11000 Praha;50.089178;14.428727;Typ 1, Typ 2;55
Millennium;V Celnici 10, 110 00 Praha;50.08827;14.430978;32A 400V, Typ 2;56
Praha ČEZ Vinci Park;Wilsonova 300/8, 110 00 Praha 1;50.083241;14.435021;16A 230V, Typ 2;57
Art Nouveau Palace Hotel Prague;Panská 897/12, 110 00 Praha 1;50.084092;14.427579;16A 230V, 16A 400V,Typ 2;58
Parking Opletalova 9;Opletalova 917/9, 110 00 Praha 1;50.081813;14.430086;Typ 2;59
PRE K+K Hotel Fenix (Nové Město);Ve Smečkách 596, 110 00 Praha 1-Nové Město;50.079617;14.427608;16A 230V, Typ 2;60
Alcron Hotel Praha;Štěpánská 623/40, 110 00 Praha;50.080267;14.426369;Typ 2;61
Praha ČEZ Národní divadlo;Ostrovní 225/1, 110 00 Praha 1;50.080981;14.414001;16A 230V, Typ 2;62
PRE ČVUT Fakulta dopravní;Horská 2040/3, 251 01 Praha 2-Nové Město;50.067135;14.424092;16A 230V, Typ 2;63
PRE Superloft (Křížová);Křížová 2598/4, 150 00 Praha 5 - Smíchov;50.051655;14.407023;16A 230V, Typ 2;64
Veolia - OC Bucharova;Bucharova 1093/20, 155 00 Praha 5;50.055211;14.341443;CHAdeMO, Typ 2;65
PRE ÚMČ Praha 13 (Stodůlky);Sluneční náměstí 2580/13, 155 00 Praha 13-Stodůlky;50.050984;14.34425;16A 230V, Typ 2;66
Praha Aspira Business Centre;Bucharova 2928/14a, 158 00 Praha 5 Stodůlky;50.0524;14.3516;Typ 2;67
Praha Bucharova;Bucharova 2, 150 00 Praha 5;50.0498;14.3525;CHAdeMO, CCS;68
PRE point OC Lužiny; Archeologická 1, 155 00 Praha;50.043794;14.331536;Mennekes AC 32A/400V;69
PRE KD Mlejn (Stodůlky);Kovářova 1615/4, 155 00 Praha 5-Stodůlky;50.049372;14.317364;16A 230V, Typ 2;70
PRE Praha 5-Stodůlky;Jeremiášova 947, Praha 5-Stodůlky;50.055892;14.311001;16A 230V, Typ 2;71
PRE Avion Shopping Park Praha Zličín;Skandinávská 131/1, 155 21 Praha 5-Zličín;50.051236;14.297225;16A 230V, Typ 2;72
E.ON - Globus Praha Zličín;Sárská 133/5, 155 00 Praha;50.052295;14.295506;CHAdeMO, CCS, Typ 2;73
ČEZ OC Kaufland - Vypich;Bělohorská 2426/205, 162 00 Praha 6;50.076979;14.341004;16A 230V, Typ 2;74
E.ON - MOL Praha Drnovská;Drnovská 1042/28, 161 00 Praha;50.079096;14.309135;CHAdeMO, CCS, Typ 2;75
Praha Hotel Julian;Elišky Peškové 197/11, 15000 Praha 5-Smíchov;50.077704;14.405208;32A 400V;76
PRE ÚMČ Praha 5 (Smíchov);Štefánikova 246/15, 150 00 Praha 5-Smíchov;50.07342;14.403565;16A 230V, Typ 2;77
Praha ČEZ OC Nový Smíchov I.;Plzeňská 8, 150 00 Praha 5;50.072986;14.401142;16A 230V, Typ 2;78
Praha ČEZ OC Nový Smíchov II.;Plzeňská 8, 150 00 Praha 5;50.072877;14.401142;16A 230V, Typ 2;79
ČEZ Mc Donald's - Evropská;Evropská 634/204, Praha 6;50.093073;14.322943;16A 230V, Typ 2;80
E.ON - OC Šestka;Fajtlova 1090/1, 161 00 Praha;50.092526;14.290763;CHAdeMO, CCS, Typ 2;81
PRE Podbabská;Podbabská 17, 160 00 Praha;50.115042;14.39305;16A 230V, Typ 2;82
Nabíjecí stanice Alza.cz;Jateční 1530/33a, 170 00 Praha 7;50.100249;14.448907;Typ 2;83
PRE Lampa Výstaviště;Výstaviště 416, 170 00 Praha;50.108354;14.430702;16A 230V, Typ 2;84
PRE Zimní stadion Holešovice;Za Elektrárnou 491/1, 17000 Praha;50.106313;14.43481;16A 230V, Typ 2;85
ČEZ Skanska Visionary; Železničářů 640/23, 170 00 Praha;50.106988;14.441828;CHAdeMO, CCS, Typ 2;86
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
